card_name,cost,civilization,card_type,race,power,rarity,card_set,coll_num,card_text
"Amaterasu, Founder of the Blue Wolves",6,water,Creature,knight/samurai/origin,5000,r,dm-31,10/55,"■ When you put this creature into the battle zone, choose one of the following.
► Search your deck. Choose a spell that costs 4 or less from it and shuffle your deck. Then cast that spell for no cost.
► Search your deck. Choose a cross gear that costs 4 or less from it and shuffle your deck. Then generate that cross gear for no cost."
Mystic Sea Castle - T2,4,water,Castle,,,r,dm-31,11/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Each card put into your hand from the shield fortified with this castle gets ""shield trigger""."
"King Balcry, Demonic Eye Lord",7,darkness,Evolution Creature,dark_lord/knight,11000,r,dm-31,12/55,"■ Evolution—Put on one of your Dark Lords.
■ Whenever this creature attacks, you may put a non-evolution Dark Lord from your graveyard into the battle zone.
■ Double breaker (This creature breaks 2 shields.)"
Magic Shot - God Genocider,6,darkness,Spell,knight,,r,dm-31,13/55,"■ Destroy one of your opponent's creatures. If that creature is a God, destroy another of your opponent's creatures."
Mysterious Castle - Potemkin,1,darkness,Castle,,,r,dm-31,14/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Whenever your opponent's creatures attack and aren't blocked, after the attack destroy that creature."
"Val Arthur, Explosive Armor",4,fire,Evolution Creature,human/knight,6000,r,dm-31,15/55,"■ Evolution—Put on one of your Knight creatures
■ Double breaker (This creature breaks 2 shields.)
■ Whenever you cast a spell, this creature gets +6000 power and ""Triple breaker"" until the end of the turn."
"Dacity Dragoon, Explosive Beast",6,fire,Creature,tyranno_drake/knight,3000,r,dm-31,16/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ When you put this creature into the battle zone, destroy one of your opponent's creatures that has power 3000 or less."
"Jiraiya, Hidden Earth Dragon",5,nature,Creature,earth_dragon/shinobi,5000,r,dm-31,17/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, each of your other Shinobis in the battle zone gets +3000 power until the end of the turn."
"Wild Beast Bracky, the Invoked",3,nature,Creature,wonder_trick/knight,1000,r,dm-31,18/55,"■ Whenever this creature battles, your opponent chooses a card in your hand at random. If that card is a creature, that creature's power is added to this creature's power until the end of the turn."
Master Weapon - All Yes,2,light/darkness,Cross Gear,samurai,,r,dm-31,19/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +4000 power and has ""blocker"".
■ Whenever the crossed creature attacks, your opponent discards a card at random from their hand."
Magic Shot - Better Tomorrow,6,fire/nature,Spell,knight,,r,dm-31,20/55,"{knight_magic} This spell is put into your mana zone tapped.)
{knight_magic} Each of your creatures in the battle zone has ""power attacker +3000"" and breaks an additional shield until the end of the turn.
■ Knight Magic (If you have a Knight in the battle zone, you may use this spell's Knight Magic ability once more.)"
"White Heaven, Thunderclap Elemental",6,light,Creature,angel_command/samurai,6000,u,dm-31,21/55,"■ When you put this creature into the battle zone, if you have at least one other Angel Command in the battle zone, you may choose one of your opponent's non-evolution creatures in the battle zone and add it to its owner's shields face down.
■ Double breaker (This creature breaks 2 shields.)"
"Sonic, Lightfang Ninja",5,light,Creature,light_bringer/shinobi,3000,u,dm-31,22/55,"■ Ninja Strike 4 (Whenever one of your opponent's creatures attacks or blocks, if you have 4 or more cards in your mana zone and if during that attack you didn't use a ""Ninja Strike"" ability, you may summon this Shinobi for no cost. At the end of that turn, put this Shinobi on the bottom of your deck.)
■ When you put this creature into the battle zone, untap one of your creatures in the battle zone."
Holy Gear - Nebula Wing,2,light,Cross Gear,samurai,,u,dm-31,23/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +1500 power.
■ Cross gear may be crossed with the crossed creature for no cost."
T2 Ogapu,3,water,Creature,cyber_lord,2000,u,dm-31,24/55,"■ Whenever you put a castle into your shields, you may draw a card or choose a creature in the battle zone and return it to its owner's hand."
Force Again,4,water,Spell,,,u,dm-31,25/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Destroy one of your creatures. Then put that creature from your graveyard into the battle zone."
Researching Bow - Tri-Snake,2,water,Cross Gear,samurai,,u,dm-31,26/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ The crossed creature gets +2000 power.
■ Whenever the crossed creature attacks, draw 3 cards. Then put 3 cards from your hand on the bottom of your deck in any order."
"Mister Mustache, the Wicked General",5,darkness,Creature,dark_lord/samurai,3000,u,dm-31,27/55,"■ Samurai Generation (When you put this creature, you may generate a cross gear from your hand for no cost.)
■ Each of your crossed creatures gets ""slayer"". (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)"
Dark Camster,3,darkness,Creature,dark_monster,1000,u,dm-31,28/55,"■ When you put this creature into the battle zone, look at your opponent's hand and discard a non-creature card from it."
Wicked Gear - Coumaric Chain,2,darkness,Cross Gear,samurai,,u,dm-31,29/55,"■ Cross Gear (Put this card into the battle zone. To cross this card with a creature, pay this card's cost again. When that creature leaves the battle zone, this card remains in the battle zone.)
■ Whenever the crossed creature attacks, each of your creatures in the battle zone gets +2000 power and all your opponent's creatures in the battle zone get -1000 power until the end of the turn. (A creature that has power 0 or less is destroyed.)"
"Violence ""Bolt"" Dragon",6,fire,Creature,armored_dragon/samurai,6000,u,dm-31,30/55,"■ Samurai Generation (When you put this creature, you may generate a cross gear from your hand for no cost.)
■ Double breaker (This creature breaks 2 shields.)
■ Whenever you put a cross gear into the battle zone, destroy one of your opponent's creatures that has power 4000 or less."
"Papra Poorapra, the Explosive",4,fire,Creature,fire_bird/knight,3000,u,dm-31,31/55,"■ Whenever you cast a spell, choose one of your opponent's creatures in the battle zone that has ""blocker"". That creature can't block this turn."
Magic Shot - Critical Destroyer,3,fire,Spell,knight,,u,dm-31,32/55,"{knight_magic} Destroy one of your opponent's creatures that has ""blocker"".
■ Knight Magic (If you have a Knight in the battle zone, you may use this spell's Knight Magic ability once more.)"
"Panda Boleyn, Wild Beast",9,nature,Creature,dreammate/knight,6000,u,dm-31,33/55,"■ You may reduce the summoning cost of this creature by 1 for each spell in your mana zone. It can't cost less than 1.
■ Double breaker (This creature breaks 2 shields.)"
Kirino Giant,4,nature,Creature,gianto/samurai,3000,u,dm-31,34/55,"■ Your Giants may each cost up to 2 less to summon. They can't cost less than 1.
■ Saver: Giant (When one of your Giants would be destroyed, you may destroy this creature instead.)"
Great Veggie Fortress - Dandy Paradise,2,nature,Castle,,,u,dm-31,35/55,"■ Castle—Choose one of your shields and attach this card to fortify that shield. When that fortified shield leaves your shields, put this card into your graveyard. (Use ""Shield Trigger"" abilities before putting this card into your graveyard.)
■ Each of your creatures in the battle zone gets ""power attacker +3000""."
"Oracion, Mysterious Samurai",5,light,Evolution Creature,rainbow_phantom/samurai,6000,c,dm-31,36/55,"■ Evolution—Put on one of your Samurai creatures.
■ When you put this creature into the battle zone, for each castle in your shields you may add the top card of your deck to your shields face down and choose one of your opponent's creatures in the battle zone and tap it.
■ When this creature is added to your hand from your shields and you have a castle in your shields, this creature gets ""shield trigger"".
■ Double breaker (This creature breaks 2 shields.)"
"Wacon, Vizier of Arms",3,light,Creature,initiate/samurai,4000,c,dm-31,37/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players unless crossed with a cross gear."
"Kibidan Bowler, the Oracle",2,light,Creature,light_bringer/samurai,3500,c,dm-31,38/55,"■ When you put this creature into the battle zone, reveal a Samurai or Cross Gear in your hand. If you don't, destroy this creature."
